,24-Hour Passes Purchased (midnight to 11:59 pm),24-Hour Passes Purchased (midnight to 11:59 pm)	7-Day Passes Purchased (midnight to 11:59 pm),3-Day Passes Purchased (midnight to 11:59 pm),7-Day Passes Purchased (midnight to 11:59 pm),Annual Member Sign-Ups (midnight to 11:59 pm),Cumulative trips (since launch),Cumulative trips (since launch):,Date,Miles traveled to date,Miles traveled to date:,Miles traveled today (midnight to 11:59 pm),Total Annual Members,Total Annual Members (All Time),Total Annual Memberships Sold,Trips over the past 24-hours (midnight to 11:59pm)
0,330,,,48,112,,13296973,10/1/14,,23121175,44612.0,,,124846.0,31197
1,602,,,86,113,,13335259,10/2/14,,23181814,60639.0,,,124959.0,38286
2,1276,,,107,65,,13374215,10/3/14,,23247553,65739.0,,,125024.0,38956
3,617,,,26,34,,13389303,10/4/14,,23271807,24254.0,,,125058.0,15088
4,1470,,,90,51,,13415550,10/5/14,,23320737,48930.0,,,125109.0,26247
5,710,,,99,94,,13451201,10/6/14,,23377117,56380.0,,,125203.0,35651
6,593,,,81,59,,13488132,10/7/14,,23435857,58740.0,,,125262.0,36931
7,667,,,86,92,,13526002,10/8/14,,23496451,60594.0,,,125354.0,37870
8,709,,,71,53,,13562429,10/9/14,,23554316,57865.0,,,125407.0,36427
9,905,,,78,57,,13597119,10/10/14,,23609006,54690.0,,,125464.0,34690
10,528,,,34,23,,13611924,10/11/14,,23632284,23278.0,,,125487.0,14805
11,2083,,,80,42,,13638183,10/12/14,,23685064,52781.0,,,125529.0,26259
12,749,,,60,60,,13663799,10/13/14,,23725339,40275.0,,,125589.0,25616
13,869,,,101,62,,13700328,10/14/14,,23787030,61691.0,,,125651.0,36529
14,506,,,82,52,,13732112,10/15/14,,23836349,49319.0,,,125703.0,31784
15,499,,,61,60,,13761957,10/16/14,,23884157,47808.0,,,125763.0,29845
16,1180,,,105,53,,13799716,10/17/14,,23948545,64389.0,,,125816.0,37759
17,1806,,,63,49,,13827350,10/18/14,,24001099,52554.0,,,125865.0,27634
18,1000,,,57,49,,13848367,10/19/14,,24036139,35039.0,,,125914.0,21017
19,514,,,74,54,,13879295,10/20/14,,24084168,48030.0,,,125968.0,30928
20,539,,,90,40,,13914005,10/21/14,,24138128,53960.0,,,126008.0,34710
21,110,,,30,29,,13924407,10/22/14,,24152022,13894.0,,,126037.0,10402
22,74,,,19,25,,13939293,10/23/14,,24172468,20446.0,,,126062.0,14886
23,722,,,84,24,,13972315,10/24/14,,24223619,51151.0,,,126086.0,33022
24,2093,,,83,31,,14000117,10/25/14,,24277499,53881.0,,,126117.0,27802
25,1220,,,71,49,,14023194,10/26/14,,24318808,41308.0,,,126166.0,23077
26,519,,,73,63,,14055122,10/27/14,,24368754,49892.0,,,126229.0,31908
27,628,,,79,166,,14091551,10/28/14,,24425356,56602.0,,,126395.0,36429
28,466,,,70,65,,14124495,10/29/14,,24473733,48378.0,,,126460.0,32944
29,557,,,61,27,,14159153,10/30/14,,24525895,52162.0,,,126487.0,34658
30,653,,,75,16,,14189940,10/31/14,,24572729,46834.0,,,126503.0,30787
31,98,,,10,11,,14196679,11/1/14,,24581432,8703.0,,,126514.0,6739
32,480,,,44,13,,14212409,11/2/14,,24604538,23106.0,,,126527.0,15730
33,568,,,51,30,,14241999,11/3/14,,24649906,45368.0,,,126557.0,29590
34,665,,,80,22,,14276611,11/4/14,,24704213,54306.0,,,126579.0,34612
35,513,,,49,32,,14310375,11/5/14,,24756677,52464.0,,,126611.0,33764
36,98,,,12,16,,14324257,11/6/14,,24775420,18743.0,,,126627.0,13882
37,416,,,45,20,,14352310,11/7/14,,24815583,40163.0,,,126647.0,28053
38,878,,,40,12,,14371682,11/8/14,,24847172,31589.0,,,126659.0,19372
39,952,,,44,16,,14391907,11/9/14,,24881423,34251.0,,,126675.0,20225
40,607,,,46,25,,14422523,11/10/14,,24928191,46768.0,,,126700.0,30616
41,599,,,41,19,,14454835,11/11/14,,24977651,49461.0,,,126719.0,32312
42,325,,,36,28,,14485665,11/12/14,,25022886,45234.0,,,126747.0,30830
43,252,,,21,23,,14508463,11/13/14,,25055281,32395.0,,,126770.0,22798
44,242,,,28,13,,14531915,11/14/14,,25088520,33240.0,,,126783.0,23452
45,522,,,16,14,,14547318,11/15/14,,25112295,23774.0,,,126797.0,15403
46,319,,,20,14,,14561862,11/16/14,,25132940,20645.0,,,126811.0,14544
47,25,,,8,12,,14570806,11/17/14,,25144234,11294.0,,,126823.0,8944
48,78,,,26,11,,14589242,11/18/14,,25167938,23704.0,,,126834.0,18436
49,102,,,17,13,,14607453,11/19/14,,25191989,24052.0,,,126847.0,18211
50,160,,,20,11,,14630135,11/20/14,,25222867,30878.0,,,126858.0,22682
51,131,,,24,7,,14649717,11/21/14,,25248400,25533.0,,,126865.0,19582
52,345,,,9,10,,14663555,11/22/14,,25268611,20211.0,,,126875.0,13838
53,628,,,26,11,,14680567,11/23/14,,25296114,27503.0,,,126886.0,17012
54,374,,,45,8,,14705574,11/24/14,,25333986,37873.0,,,126894.0,25007
55,365,,,27,10,,14733463,11/25/14,,25373481,39495.0,,,126904.0,27889
56,14,,,1,4,,14737527,11/26/14,,25378478,4997.0,,,126908.0,4064
57,74,,,10,3,,14741858,11/27/14,,25384432,5954.0,,,126911.0,4331
58,209,,,8,7,,14751015,11/28/14,,25397175,12743.0,,,126918.0,9157
59,235,,,14,6,,14759989,11/29/14,,25409983,12808.0,,,126924.0,8974
60,449,,,25,13,,14773601,11/30/14,,25431227,21244.0,,,126937.0,13612
61,281,,,20,19,,14793999,12/1/14,,25461204,29977.0,,,126956.0,20398
62,45,,,24,14,,14810960,12/2/14,,25483547,22343.0,,,126970.0,16961
63,65,,,6,8,,14826038,12/3/14,,25506630,23083.0,,,126978.0,15078
64,191,,,14,8,,14849480,12/4/14,,25539707,33077.0,,,126986.0,23442
65,153,,,12,6,,14866769,12/5/14,,25562908,23200.0,,,126992.0,17289
66,59,,,5,12,,14871256,12/6/14,,25568695,5787.0,,,127004.0,4487
67,254,,,13,8,,14882660,12/7/14,,25584702,16007.0,,,127012.0,11404
68,60,,,11,12,,14899675,12/8/14,,25606367,21665.0,,,127024.0,17015
69,18,,,4,7,,14906997,12/9/14,,25615825,9458.0,,,127031.0,7322
70,23,,,5,5,,14918473,12/10/14,,25630415,14590.0,,,127036.0,11476
71,144,,,19,5,,14938313,12/11/14,,25657832,27417.0,,,127041.0,19840
72,151,,,13,5,,14957706,12/12/14,,25683521,25689.0,,,127046.0,19393
73,324,,,20,4,,14971466,12/13/14,,25704797,21276.0,,,127050.0,13760
74,326,,,20,8,,14984721,12/14/14,,25724148,19351.0,,,127058.0,13255
75,186,,,25,7,,15006027,12/15/14,,25753380,29232.0,,,127065.0,21306
76,119,,,19,10,,15024680,12/16/14,,25778496,25116.0,,,127075.0,18653
77,186,,,18,10,,15047030,12/17/14,,25809373,30878.0,,,127085.0,22350
78,119,,,14,8,,15067709,12/18/14,,25836824,27451.0,,,127093.0,20679
79,158,,,14,11,,15086405,12/19/14,,25861652,24828.0,,,127104.0,18696
80,145,,,7,12,,15097033,12/20/14,,25875399,13747.0,,,127116.0,10628
81,170,,,9,10,,15106615,12/21/14,,25888139,12740.0,,,127126.0,9582
82,156,,,17,12,,15121464,12/22/14,,25908460,20321.0,,,127138.0,14849
83,68,,,9,8,,15131869,12/23/14,,25922406,13946.0,,,127146.0,10405
84,36,,,7,9,,15136585,12/24/14,,25928589,6183.0,,,127155.0,4716
85,	456	41,,,undefined,10,,15141939,12/25/14,,25939612,11023.0,,,127165.0,5354
86,464,,,63,18,,15152714,12/26/14,,25957327,17715.0,,,127183.0,10775
87,58,,,undefined,13	741,,15163842,12/27/14,,25978457,21130.0,,,127196.0,11128
88,326,,,23,26,,15172561,12/28/14,,25991435,12978.0,,,127222.0,8719
89,37,,,undefined,22	363,,15187324,12/29/14,,26013934,22499.0,,,127244.0,14763
90,214,,,31,14,,15200601,12/30/14,,26032046,18112.0,,,127258.0,13277
91,216,,,12,11,,15211051,12/31/14,,26046606,14560.0,,,127269.0,10450
0,919,,,51,,,24371025,1/1/16,,44606414,24429.0,,159362.0,,11009
1,877,,,34,,,24385612,1/2/16,,44635507,29093.0,,159403.0,,14587
2,784,,,27,,,24401111,1/3/16,,44665123,29616.0,,159459.0,,15499
3,166,,,33,,,24420704,1/4/16,,44701295,36172.0,,159502.0,,19593
4,121,,,22,,,24438757,1/5/16,,44733344,32049.0,,159534.0,,18053
5,265,,,27,,,24463326,1/6/16,,44774340,40996.0,,159564.0,,24569
6,318,,,24,,,24491099,1/7/16,,44820326,45986.0,,159588.0,,27773
7,364,,,28,,,24519808,1/8/16,,44867387,47061.0,,159621.0,,28709
8,632,,,20,,,24540654,1/9/16,,44904728,37341.0,,159654.0,,20846
9,391,,,18,,,24554929,1/10/16,,44930132,25404.0,,159682.0,,14275
10,155,,,32,,,24577866,1/11/16,,44967525,37393.0,,159731.0,,22937
11,151,,,23,,,24603077,1/12/16,,45006483,38958.0,,159761.0,,25211
12,82,,,15,,,24624210,1/13/16,,45038091,31608.0,,159792.0,,21133
13,123,,,29,,,24647990,1/14/16,,45075386,37295.0,,159813.0,,23780
14,379,,,27,,,24676425,1/15/16,,45121379,45993.0,,159841.0,,28435
15,803,,,37,,,24695603,1/16/16,,45157170,35791.0,,159885.0,,19178
16,387,,,22,,,24707627,1/17/16,,45177657,20487.0,,159910.0,,12024
17,123,,,13,,,24720345,1/18/16,,45197655,19998.0,,159931.0,,12718
18,64,,,12,,,24737626,1/19/16,,45224621,26966.0,,159957.0,,17281
19,126,,,11,,,24761045,1/20/16,,45260098,35477.0,,159972.0,,23419
20,133,,,15,,,24784716,1/21/16,,45296146,36048.0,,159991.0,,23671
21,115,,,6,,,24805666,1/22/16,,45327490,31344.0,,160004.0,,20950
22,0,,,0,,,24805666,1/23/16,,45327490,0.0,,160005.0,,0
23,0,,,0,,,24805666,1/24/16,,45327490,0.0,,160013.0,,0
24,0,,,0,,,24805666,1/25/16,,45327490,0.0,,160020.0,,0
25,0,,,0,,,24805666,1/26/16,,45327490,0.0,,160028.0,,0
26,54,,,6,,,24812426,1/27/16,,45341188,13698.0,,160039.0,,6760
27,81,,,9,,,24824370,1/28/16,,45363502,22314.0,,160053.0,,11944
28,118,,,27,,,24840398,1/29/16,,45390398,26896.0,,160064.0,,16028
29,328,,,23,,,24853362,1/30/16,,45413748,23350.0,,160084.0,,12964
30,533,,,17,,,24869474,1/31/16,,45445028,31280.0,,160118.0,,16112
31,202,,,31,,,24893808,2/1/16,,45487408,42380.0,,160160.0,,24334
32,280,,,31,,,24922335,2/2/16,,45535150,47742.0,,160189.0,,28527
33,63,,,12,,,24938538,2/3/16,,45559375,24225.0,,160216.0,,16203
34,304,,,24,,,24966303,2/4/16,,45606833,47458.0,,160247.0,,27765
35,102,,,7,,,24979972,2/5/16,,45632371,25538.0,,160257.0,,13669
36,586,,,35,,,24996905,2/6/16,,45671153,38782.0,,160280.0,,16933
37,622,,,30,,,25014510,2/7/16,,45702677,31524.0,,160316.0,,17605
38,80,,,20,,,25033536,2/8/16,,45731325,28648.0,,160335.0,,19026
39,156,,,9,,,25056276,2/9/16,,45771523,40198.0,,160364.0,,22740
40,130,,,17,,,25078694,2/10/16,,45809925,38402.0,,160395.0,,22418
41,87,,,15,,,25097441,2/11/16,,45837708,27783.0,,160425.0,,18747
42,104,,,16,,,25113886,2/12/16,,45864851,27143.0,,160450.0,,16445
43,46,,,4,,,25120511,2/13/16,,45876440,11589.0,,160459.0,,6625
44,78,,,4,,,25125163,2/14/16,,45883374,6934.0,,160468.0,,4652
45,43,,,1,,,25131046,2/15/16,,45892121,8747.0,,160480.0,,5883
46,53,,,19,,,25145271,2/16/16,,45919923,27802.0,,160505.0,,14225
47,182,,,26,,,25168843,2/17/16,,45958227,38304.0,,160528.0,,23572
48,202,,,26,,,25191104,2/18/16,,45992658,34431.0,,160550.0,,22261
49,268,,,17,,,25213063,2/19/16,,46027975,35317.0,,160568.0,,21959
50,1710,,,50,,,25237547,2/20/16,,46081515,53540.0,,160618.0,,24484
51,1228,,,29,,,25257599,2/21/16,,46123160,41645.0,,160685.0,,20052
52,455,,,37,,,25285832,2/22/16,,46171397,48237.0,,160749.0,,28233
53,62,,,10,,,25301965,2/23/16,,46197776,26379.0,,160784.0,,16133
54,38,,,3,,,25311726,2/24/16,,46212770,14994.0,,160814.0,,9761
55,237,,,23,,,25336828,2/25/16,,46255477,42707.0,,160849.0,,25102
56,254,,,19,,,25359402,2/26/16,,46291578,36101.0,,160887.0,,22574
57,706,,,18,,,25376628,2/27/16,,46329161,37583.0,,160910.0,,17226
58,2335,,,43,,,25402068,2/28/16,,46390756,61595.0,,160982.0,,25440
59,376,,,58,,,25430025,2/29/16,,46438689,47933.0,,161089.0,,27957
60,470,,,66,,,25460534,3/1/16,,46493849,55160.0,,161146.0,,30509
61,235,,,35,,,25486729,3/2/16,,46537384,43535.0,,161198.0,,26195
62,215,,,22,,,25510790,3/3/16,,46575232,37848.0,,161243.0,,24061
63,150,,,16,,,25528159,3/4/16,,46604332,29100.0,,161268.0,,17369
64,785,,,46,,,25546182,3/5/16,,46641207,36875.0,,161310.0,,18023
65,837,,,40,,,25565014,3/6/16,,46677584,36377.0,,161379.0,,18832
66,633,,,58,,,25596506,3/7/16,,46733816,56232.0,,161493.0,,31492
67,723,,,98,,,25633027,3/8/16,,46801774,67958.0,,161604.0,,36521
68,1226,,,125,,,25674516,3/9/16,,46883436,81662.0,,161732.0,,41489
69,1271,,,111,,,25716768,3/10/16,,46965515,82079.0,,161867.0,,42252
70,1266,,,79,,,25754961,3/11/16,,47042151,76636.0,,161987.0,,38193
71,3247,,,105,,,25787731,3/12/16,,47123642,81491.0,,162086.0,,32770
72,2216,,,67,,,25815280,3/13/16,,47186856,63214.0,,162214.0,,27549
73,70,,,17,,,25826210,3/14/16,,47203354,16498.0,,162289.0,,10930
74,582,,,79,,,25857805,3/15/16,,47261076,57722.0,,162380.0,,31595
75,930,,,78,,,25893872,3/16/16,,47329789,68713.0,,162482.0,,36067
76,785,,,98,,,25929262,3/17/16,,47395142,65353.0,,162583.0,,35390
77,933,,,87,,,25963909,3/18/16,,47464264,69122.0,,162670.0,,34647
78,1411,,,69,,,25987957,3/19/16,,47513377,49113.0,,162733.0,,24048
79,633,,,40,,,26004633,3/20/16,,47543114,29737.0,,162795.0,,16676
80,428,,,57,,,26031047,3/21/16,,47587571,44457.0,,162890.0,,26414
81,705,,,99,,,26064543,3/22/16,,47649819,62248.0,,163000.0,,33496
82,1279,,,120,,,26105524,3/23/16,,47730108,80289.0,,163136.0,,40981
83,1045,,,101,,,26142019,3/24/16,,47797698,67590.0,,163216.0,,36495
84,1684,,,128,,,26176110,3/25/16,,47868223,70525.0,,163320.0,,34091
85,2834,,,108,,,26203584,3/26/16,,47935490,67267.0,,163407.0,,27474
86,2080,,,67,,,26226065,3/27/16,,47987952,52462.0,,163501.0,,22481
87,375,,,60,,,26246409,3/28/16,,48023500,35548.0,,163589.0,,20344
88,588,,,97,,,26277890,3/29/16,,48078567,55067.0,,163681.0,,31481
89,769,,,64,,,26311564,3/30/16,,48139831,61264.0,,163770.0,,33674
90,1141,,,91,,,26349756,3/31/16,,48219278,79447.0,,163865.0,,38192
0,1316,,139.0,,,,30074752,7/1/16,,56801553,82871.0,,179756.0,,39665
1,3596,,314.0,,,,30110587,7/2/16,,56912704,111151.0,,179903.0,,35835
2,4095,,169.0,,,,30145934,7/3/16,,57023820,111116.0,,180016.0,,35347
3,3826,,155.0,,,,30180793,7/4/16,,57133565,109745.0,,180158.0,,34859
4,1357,,160.0,,,,30224529,7/5/16,,57225672,92107.0,,180338.0,,43736
5,1288,,153.0,,,,30275865,7/6/16,,57334912,109240.0,,180540.0,,51336
6,1255,,113.0,,,,30324589,7/7/16,,57434887,99975.0,,180725.0,,48724
7,1258,,152.0,,,,30368989,7/8/16,,57526519,91632.0,,180852.0,,44400
8,2844,,145.0,,,,30407127,7/9/16,,57633878,107359.0,,180990.0,,38138
9,3280,,137.0,,,,30449112,7/10/16,,57757160,123282.0,,181172.0,,41985
10,1440,,211.0,,,,30501965,7/11/16,,57879420,122260.0,,181381.0,,52853
11,1472,,192.0,,,,30558480,7/12/16,,57999834,120414.0,,181571.0,,56515
12,1510,,146.0,,,,30613951,7/13/16,,58120863,121029.0,,181748.0,,55471
13,1326,,126.0,,,,30664296,7/14/16,,58229404,108541.0,,181877.0,,50345
14,1709,,173.0,,,,30712854,7/15/16,,58334105,104701.0,,182016.0,,48558
15,3281,,122.0,,,,30751259,7/16/16,,58437534,103429.0,,182144.0,,38405
16,3440,,153.0,,,,30792605,7/17/16,,58558169,120635.0,,182314.0,,41346
17,1062,,154.0,,,,30836286,7/18/16,,58655385,97216.0,,182488.0,,43681
18,1498,,139.0,,,,30890873,7/19/16,,58772191,116806.0,,182624.0,,54587
19,1601,,158.0,,,,30948086,7/20/16,,58900990,128799.0,,182792.0,,57213
20,1553,,161.0,,,,31002918,7/21/16,,59029466,128476.0,,182950.0,,54832
21,1701,,176.0,,,,31052103,7/22/16,,59135132,105666.0,,183072.0,,49185
22,2932,,138.0,,,,31089625,7/23/16,,59236942,101810.0,,183177.0,,37522
23,2966,,114.0,,,,31129259,7/24/16,,59350622,113680.0,,183332.0,,39634
24,920,,150.0,,,,31164635,7/25/16,,59435767,85145.0,,183473.0,,35376
25,1385,,168.0,,,,31217539,7/26/16,,59544550,108783.0,,183595.0,,52904
26,1403,,132.0,,,,31271687,7/27/16,,59660294,115744.0,,183731.0,,54148
27,1292,,123.0,,,,31321821,7/28/16,,59758988,98694.0,,183846.0,,50134
28,1441,,162.0,,,,31359514,7/29/16,,59840343,81355.0,,183937.0,,37693
29,2242,,112.0,,,,31387294,7/30/16,,59912540,72197.0,,184039.0,,27780
30,1641,,82.0,,,,31414945,7/31/16,,59982917,70377.0,,184157.0,,27651
31,1359,,166.0,,,,31464340,8/1/16,,60084051,101134.0,,184325.0,,49395
32,1636,,181.0,,,,31521084,8/2/16,,60200238,116187.0,,184558.0,,56744
33,1827,,143.0,,,,31578076,8/3/16,,60318608,118370.0,,184766.0,,56992
34,1778,,148.0,,,,31634663,8/4/16,,60437171,118563.0,,184960.0,,56587
35,2012,,185.0,,,,31687949,8/5/16,,60553705,116534.0,,185186.0,,53286
36,4159,,153.0,,,,31732158,8/6/16,,60678893,125188.0,,185436.0,,44209
37,3856,,149.0,,,,31775789,8/7/16,,60795076,116183.0,,185682.0,,43631
38,1753,,184.0,,,,31828040,8/8/16,,60910923,115847.0,,185956.0,,52251
39,1701,,165.0,,,,31884141,8/9/16,,61025815,114892.0,,186223.0,,56101
40,1158,,109.0,,,,31934241,8/10/16,,61127576,101761.0,,186401.0,,50100
41,1238,,152.0,,,,31981661,8/11/16,,61221215,93639.0,,186596.0,,47420
42,1467,,144.0,,,,32026390,8/12/16,,61311900,90685.0,,186771.0,,44729
43,3333,,125.0,,,,32065293,8/13/16,,61411935,100035.0,,186990.0,,38903
44,2154,,91.0,,,,32098254,8/14/16,,61485990,74055.0,,187173.0,,32961
45,1417,,175.0,,,,32147310,8/15/16,,61593295,107305.0,,187394.0,,49056
46,1295,,164.0,,,,32197721,8/16/16,,61696305,103010.0,,187601.0,,50411
47,1430,,138.0,,,,32251704,8/17/16,,61809888,113583.0,,187820.0,,53983
48,1459,,163.0,,,,32304913,8/18/16,,61924929,115041.0,,187998.0,,53209
49,1862,,175.0,,,,32356571,8/19/16,,62035652,110723.0,,188186.0,,51658
50,4385,,167.0,,,,32402379,8/20/16,,62174516,138864.0,,188499.0,,45808
51,2664,,127.0,,,,32437420,8/21/16,,62271457,96941.0,,188725.0,,35041
52,1679,,192.0,,,,32491621,8/22/16,,62390452,118995.0,,188996.0,,54201
53,1675,,170.0,,,,32550286,8/23/16,,62517464,127012.0,,189297.0,,58665
54,1597,,160.0,,,,32608420,8/24/16,,62644530,127066.0,,189577.0,,58134
55,1436,,169.0,,,,32661900,8/25/16,,62756515,111985.0,,189856.0,,53480
56,1878,,197.0,,,,32713926,8/26/16,,62868520,112005.0,,190156.0,,52026
57,3767,,173.0,,,,32759599,8/27/16,,62989098,120578.0,,190480.0,,45673
58,3560,,159.0,,,,32804238,8/28/16,,63110154,121056.0,,190844.0,,44639
59,1530,,174.0,,,,32857517,8/29/16,,63225255,115101.0,,191255.0,,53279
60,1510,,160.0,,,,32914909,8/30/16,,63346353,121098.0,,191713.0,,57392
61,1320,,136.0,,,,32972109,8/31/16,,63465168,118815.0,,192380.0,,57200
62,714,,104.0,,,,33010283,9/1/16,,63542583,77415.0,,192592.0,,38174
63,2314,,252.0,,,,33063282,9/2/16,,63669373,126790.0,,192814.0,,52999
64,4009,,268.0,,,,33104911,9/3/16,,63786849,117476.0,,193055.0,,41629
65,5467,,185.0,,,,33150931,9/4/16,,63927196,140347.0,,193326.0,,46020
66,3778,,190.0,,,,33196362,9/5/16,,64045218,118022.0,,193677.0,,45431
67,1018,,178.0,,,,33248794,9/6/16,,64153961,108743.0,,194065.0,,52432
68,1328,,199.0,,,,33309072,9/7/16,,64284352,130391.0,,194396.0,,60278
69,1511,,179.0,,,,33370623,9/8/16,,64414611,130259.0,,194674.0,,61551
70,1582,,178.0,,,,33427427,9/9/16,,64532824,118213.0,,194908.0,,56804
71,3549,,229.0,,,,33475881,9/10/16,,64660076,127252.0,,195189.0,,48454
72,3572,,216.0,,,,33528119,9/11/16,,64796429,136353.0,,195499.0,,52238
73,1620,,225.0,,,,33589202,9/12/16,,64923876,127447.0,,195832.0,,61083
74,1462,,198.0,,,,33654020,9/13/16,,65059242,135366.0,,196122.0,,64818
75,1369,,157.0,,,,33712948,9/14/16,,65180753,121511.0,,196388.0,,58928
76,1612,,240.0,,,,33780260,9/15/16,,65321189,140436.0,,196637.0,,67312
77,2047,,225.0,,,,33845517,9/16/16,,65466643,145454.0,,196886.0,,65257
78,5117,,210.0,,,,33904716,9/17/16,,65620680,154037.0,,197163.0,,59199
79,3191,,159.0,,,,33956401,9/18/16,,65752468,131788.0,,197449.0,,51685
80,555,,101.0,,,,33990606,9/19/16,,65819648,67180.0,,197620.0,,34205
81,1454,,200.0,,,,34055487,9/20/16,,65954733,135085.0,,197880.0,,64881
82,1566,,182.0,,,,34120940,9/21/16,,66097089,142356.0,,198118.0,,65453
83,1681,,207.0,,,,34188702,9/22/16,,66243459,146370.0,,198363.0,,67762
84,2053,,248.0,,,,34254201,9/23/16,,66385917,142458.0,,198577.0,,65499
85,3990,,212.0,,,,34307459,9/24/16,,66523272,137355.0,,198827.0,,53258
86,3871,,169.0,,,,34361022,9/25/16,,66666584,143312.0,,199198.0,,53563
87,1375,,170.0,,,,34422142,9/26/16,,66794595,128011.0,,199480.0,,61120
88,1175,,150.0,,,,34483476,9/27/16,,66916942,122347.0,,199739.0,,61334
89,931,,107.0,,,,34542932,9/28/16,,67037014,120072.0,,199989.0,,59456
90,808,,131.0,,,,34598482,9/29/16,,67141378,104364.0,,200201.0,,55550
91,175,,20.0,,,,34619850,9/30/16,,67186572,45194.0,,200447.0,,21368
0,1113,,0.0,82,,,26384204,4/1/16,,48286873,67595.0,,163963.0,,34448
1,1193,,0.0,63,,,26406042,4/2/16,,48333079,46206.0,,164031.0,,21838
2,448,,0.0,31,,,26421363,4/3/16,,48361694,28615.0,,164102.0,,15321
3,49,,0.0,19,,,26433665,4/4/16,,48381837,20143.0,,164167.0,,12302
4,341,,0.0,56,,,26459901,4/5/16,,48425560,43723.0,,164237.0,,26236
5,443,,0.0,37,,,26489265,4/6/16,,48474461,48901.0,,164310.0,,29364
6,280,,0.0,65,,,26519665,4/7/16,,48529052,54591.0,,164366.0,,30400
7,542,,0.0,51,,,26550476,4/8/16,,48582091,53039.0,,164425.0,,30811
8,346,,0.0,21,,,26563174,4/9/16,,48603242,21151.0,,164455.0,,12698
9,1508,,0.0,48,,,26586402,4/10/16,,48652432,49190.0,,164536.0,,23228
10,668,,0.0,82,,,26618450,4/11/16,,48711638,59206.0,,164632.0,,32048
11,316,,0.0,50,,,26642215,4/12/16,,48755142,43504.0,,164703.0,,23765
12,761,,0.0,106,,,26679753,4/13/16,,48826930,71788.0,,164790.0,,37538
13,963,,0.0,93,,,26718255,4/14/16,,48915208,88278.0,,164885.0,,38502
14,1273,,0.0,118,,,26757931,4/15/16,,49002189,86981.0,,164996.0,,39676
15,3726,,0.0,141,,,26794079,4/16/16,,49104417,102228.0,,165139.0,,36148
16,4348,,0.0,190,,,26832917,4/17/16,,49220222,115805.0,,165354.0,,38838
17,1595,,0.0,197,,,26876906,4/18/16,,49322952,102730.0,,165576.0,,43989
18,1130,,0.0,184,,,26922981,4/19/16,,49430467,107515.0,,165812.0,,46075
19,1160,,0.0,116,,,26967523,4/20/16,,49534716,104249.0,,166002.0,,44542
20,1307,,0.0,149,,,27013091,4/21/16,,49639200,104484.0,,166153.0,,45568
21,4230,,0.0,105,,,27061897,4/22/16,,49752756,113556.0,,166319.0,,48806
22,3309,,0.0,155,,,27095528,4/23/16,,49849030,96274.0,,166462.0,,33631
23,4026,,0.0,177,,,27133390,4/24/16,,49964162,115132.0,,166692.0,,37862
24,1698,,0.0,170,,,27175693,4/25/16,,50065087,100925.0,,166902.0,,42303
25,741,,0.0,97,,,27210332,4/26/16,,50140541,75454.0,,167048.0,,34639
26,1395,,0.0,110,,,27252263,4/27/16,,50233813,93272.0,,167196.0,,41931
27,927,,0.0,95,,,27289691,4/28/16,,50308670,74857.0,,167311.0,,37428
28,1051,,0.0,122,,,27324569,4/29/16,,50386690,78020.0,,167439.0,,34878
29,4244,,0.0,165,,,27362827,4/30/16,,50497466,110776.0,,167638.0,,38258
30,260,,0.0,24,,,27373524,5/1/16,,50526486,29020.0,,167721.0,,10697
31,967,,0.0,152,,,27412060,5/2/16,,50610904,84418.0,,167842.0,,38536
32,350,,0.0,45,,,27434918,5/3/16,,50668556,57652.0,,167987.0,,22858
33,449,,0.0,84,,,27466537,5/4/16,,50736518,67962.0,,168111.0,,31619
34,970,,0.0,107,,,27506440,5/5/16,,50817268,80750.0,,168262.0,,39903
35,275,,0.0,45,,,27525300,5/6/16,,50859337,42069.0,,168326.0,,18860
36,2293,,0.0,133,,,27556378,5/7/16,,50938314,78977.0,,168427.0,,31078
37,2773,,0.0,157,,,27587575,5/8/16,,51022778,84464.0,,168582.0,,31197
38,1389,,0.0,195,,,27633299,5/9/16,,51125849,103071.0,,168779.0,,45724
39,876,,0.0,133,,,27678148,5/10/16,,51215604,89755.0,,168979.0,,44849
40,1531,,0.0,147,,,27729329,5/11/16,,51321743,106139.0,,169209.0,,51181
41,1971,,0.0,169,,,27781602,5/12/16,,51437566,115823.0,,169407.0,,52273
42,855,,0.0,92,,,27813993,5/13/16,,51505883,68317.0,,169570.0,,32391
43,4186,,0.0,212,,,27856056,5/14/16,,51614690,108807.0,,169769.0,,42063
44,1865,,0.0,116,,,27884718,5/15/16,,51679547,64857.0,,169933.0,,28662
45,1362,,0.0,186,,,27927505,5/16/16,,51774338,94791.0,,170102.0,,42787
46,1012,,0.0,154,,,27970901,5/17/16,,51855082,80744.0,,170276.0,,43396
47,1120,,0.0,121,,,28015704,5/18/16,,51948402,93320.0,,170465.0,,44803
48,1471,,151.0,0,,,28064888,5/19/16,,52052693,104291.0,,170680.0,,49184
49,2349,,184.0,0,,,28117432,5/20/16,,52170885,118192.0,,170960.0,,52544
50,2174,,138.0,0,,,28147956,5/21/16,,52243548,72663.0,,171147.0,,30524
51,3159,,131.0,0,,,28185760,5/22/16,,52341818,98270.0,,171349.0,,37804
52,1549,,177.0,0,,,28234338,5/23/16,,52450890,109072.0,,171680.0,,48578
